Timestamp (Local),Tag ID,Tag Name,Range_A0 (cm),Range_A1 (cm),Range_A2 (cm),Range_A3 (cm),Computed_X (cm),Computed_Y (cm),Computed_Z (cm)
02:00:34,0,Left Wrist,0,181,181,168,86.39,69.31,122.68
02:00:34,1,Right Wrist,0,155,164,157,93.68,75.86,83.47
02:00:34,2,Left Knee,0,137,226,156,59.35,43.95,9.76
02:00:34,3,Right Knee,0,98,184,186,111.45,50.71,14.21
02:00:35,4,Head,0,168,211,183,71.00,36.01,101.43
02:00:35,5,Belly Button,0,153,184,178,93.35,52.40,96.39
02:00:35,0,Left Wrist,3,178,180,165,29.09,43.92,15.14
02:00:35,1,Right Wrist,4,155,164,157,58.74,60.20,21.02
02:00:35,2,Left Knee,1,137,226,156,47.16,42.93,13.40
02:00:35,3,Right Knee,2,98,183,186,103.37,49.26,16.44
02:00:35,5,Belly Button,3,154,183,178,50.57,37.09,13.24
02:00:36,0,Left Wrist,10,179,180,162,29.06,46.76,16.10
02:00:36,1,Right Wrist,11,161,163,158,50.66,56.28,19.59
02:00:36,2,Left Knee,4,137,225,157,48.06,43.35,13.55
02:00:36,3,Right Knee,8,99,183,185,102.51,49.78,16.60
02:00:36,4,Head,5,176,221,187,25.52,22.97,8.09
02:00:36,5,Belly Button,9,152,179,178,52.81,37.78,13.53
02:00:37,0,Left Wrist,18,186,182,159,23.01,48.57,16.65
02:00:37,1,Right Wrist,23,158,157,158,54.37,57.58,20.09
02:00:37,2,Left Knee,7,135,225,158,48.37,43.08,13.46
02:00:37,3,Right Knee,16,98,183,185,102.62,49.77,16.57
02:00:37,4,Head,15,180,223,188,21.58,21.51,7.57
02:00:37,5,Belly Button,19,151,177,179,53.63,37.11,13.33
02:00:37,0,Left Wrist,28,188,184,152,23.48,55.33,18.95
02:00:37,1,Right Wrist,36,156,152,161,55.29,54.99,19.26
02:00:37,2,Left Knee,11,135,225,159,48.59,42.87,13.40
02:00:37,3,Right Knee,25,98,182,184,102.64,50.80,16.91
02:00:37,4,Head,28,182,223,189,21.26,21.85,8.40
02:00:37,5,Belly Button,29,151,175,180,53.34,36.10,13.00
02:00:38,0,Left Wrist,37,195,185,160,14.30,46.74,16.06
02:00:38,1,Right Wrist,48,155,149,163,55.57,53.16,18.68
02:00:38,2,Left Knee,16,134,225,160,48.88,42.60,13.32
02:00:38,3,Right Knee,34,98,181,185,104.15,50.81,16.96
02:00:38,4,Head,44,185,225,191,23.67,17.52,34.14
02:00:39,0,Left Wrist,45,193,186,163,16.26,44.98,16.07
02:00:39,1,Right Wrist,60,154,146,165,56.05,51.50,18.23
02:00:39,2,Left Knee,19,134,225,159,48.65,42.84,13.39
02:00:39,3,Right Knee,42,97,181,186,105.02,50.30,16.80
02:00:39,4,Head,59,187,224,191,26.12,16.20,51.97
02:00:39,5,Belly Button,41,152,176,181,52.03,34.81,12.58
02:00:39,0,Left Wrist,53,191,188,166,21.10,42.91,26.52
02:00:39,1,Right Wrist,71,152,143,167,58.56,50.92,18.54
02:00:39,2,Left Knee,23,0,225,160,32.57,48.60,16.37
02:00:39,3,Right Knee,50,98,182,187,104.87,49.28,16.50
02:00:39,4,Head,74,188,227,193,30.52,14.85,67.68
02:00:39,5,Belly Button,51,155,175,181,49.29,34.26,12.56
02:00:40,0,Left Wrist,60,0,187,168,54.49,48.06,17.08
02:00:40,1,Right Wrist,81,149,141,169,64.25,52.17,21.53
02:00:40,2,Left Knee,28,133,225,159,48.71,42.81,13.38
02:00:40,3,Right Knee,57,98,185,188,103.34,47.22,15.78
02:00:40,4,Head,87,189,230,193,35.10,16.43,80.13
02:00:40,5,Belly Button,61,153,175,182,53.15,35.38,14.35
02:00:40,0,Left Wrist,66,191,188,170,25.58,36.79,50.73
02:00:40,1,Right Wrist,91,146,139,169,71.44,55.62,28.12
02:00:41,2,Left Knee,31,0,224,162,34.11,47.21,16.00
02:00:41,3,Right Knee,64,99,185,188,103.20,47.23,15.80
02:00:41,4,Head,101,190,227,193,41.20,19.50,92.80
02:00:41,5,Belly Button,70,154,176,182,56.45,36.13,27.00
02:00:41,0,Left Wrist,72,189,188,170,29.65,37.34,56.41
02:00:41,1,Right Wrist,98,145,138,171,76.13,55.42,38.35
02:00:41,2,Left Knee,33,133,223,161,50.83,43.36,13.59
02:00:41,3,Right Knee,68,100,186,189,102.96,46.20,15.51
02:00:41,4,Head,112,190,226,194,47.16,21.64,102.21
02:00:41,5,Belly Button,77,153,176,182,60.15,36.32,36.79
02:00:42,0,Left Wrist,77,188,190,169,32.61,38.91,60.54
02:00:42,1,Right Wrist,106,145,136,172,80.93,56.79,48.39
02:00:42,2,Left Knee,36,135,223,161,50.74,43.43,13.61
02:00:42,3,Right Knee,72,100,186,189,102.97,46.21,15.51
02:00:42,4,Head,123,191,228,193,51.44,24.69,111.55
02:00:42,5,Belly Button,84,152,177,182,64.02,37.19,44.76
02:00:42,0,Left Wrist,81,189,191,169,33.49,39.16,65.22
02:00:42,1,Right Wrist,113,146,135,172,84.82,59.45,55.77
02:00:42,2,Left Knee,36,133,222,161,51.65,43.87,13.76
02:00:42,3,Right Knee,75,100,186,189,102.98,46.21,15.51
02:00:42,4,Head,131,189,229,193,55.92,25.52,117.04
02:00:42,5,Belly Button,89,151,177,182,67.13,38.32,49.34
02:00:43,0,Left Wrist,84,189,190,168,34.91,40.57,67.60
02:00:43,1,Right Wrist,119,146,134,173,89.08,61.89,60.76
02:00:43,2,Left Knee,38,133,222,161,51.67,43.87,13.76
02:00:43,3,Right Knee,78,101,187,188,101.39,46.22,15.46
02:00:43,4,Head,137,191,228,191,56.98,28.79,121.95
02:00:43,5,Belly Button,94,151,176,181,69.69,40.41,53.87
02:00:44,0,Left Wrist,87,188,190,168,37.21,41.28,69.94
02:00:44,1,Right Wrist,124,145,133,174,93.70,65.10,62.82
02:00:44,2,Left Knee,39,130,223,162,51.31,42.97,13.46
02:00:44,3,Right Knee,83,100,186,187,101.66,47.26,15.76
02:00:44,4,Head,143,190,228,191,60.08,29.71,125.85
02:00:44,5,Belly Button,98,152,175,179,71.16,43.15,57.42
02:00:44,0,Left Wrist,90,189,190,168,37.83,41.66,73.32
02:00:44,1,Right Wrist,128,146,132,175,96.53,67.38,66.47
02:00:44,2,Left Knee,40,129,224,162,50.53,42.45,13.28
02:00:44,3,Right Knee,85,100,186,187,101.68,47.26,15.77
02:00:44,4,Head,148,190,228,191,62.22,30.74,129.38
02:00:44,5,Belly Button,100,151,176,178,72.97,45.09,57.42
02:00:45,0,Left Wrist,91,189,189,167,38.38,42.84,73.68
02:00:45,1,Right Wrist,131,146,131,176,99.73,70.35,67.71
02:00:45,2,Left Knee,41,129,224,163,50.87,42.14,13.19
02:00:45,3,Right Knee,86,100,187,187,100.93,46.75,15.57
02:00:45,4,Head,152,190,229,191,63.58,31.19,132.23
02:00:45,5,Belly Button,103,153,175,177,73.29,46.34,61.60
02:00:46,0,Left Wrist,93,190,190,168,38.49,42.13,76.60
02:00:46,1,Right Wrist,132,146,129,176,101.36,72.58,67.38
02:00:46,2,Left Knee,42,128,224,162,50.58,42.43,13.27
02:00:46,3,Right Knee,88,99,187,187,101.10,46.75,15.55
02:00:46,4,Head,156,191,229,192,65.17,31.71,135.59
02:00:46,5,Belly Button,106,154,174,177,74.35,47.04,65.21
02:00:46,0,Left Wrist,93,190,190,168,38.49,42.13,76.60
02:00:46,1,Right Wrist,134,145,129,178,123.19,88.32,75.91
02:00:46,2,Left Knee,42,128,224,163,50.91,42.12,13.18
02:00:46,3,Right Knee,88,98,186,187,101.99,47.26,15.72
02:00:46,4,Head,159,191,227,192,67.39,33.36,137.43
02:00:46,5,Belly Button,108,154,175,177,75.53,47.72,66.90
02:00:47,0,Left Wrist,94,195,198,167,34.52,42.36,79.54
02:00:47,1,Right Wrist,142,143,128,183,127.95,87.29,78.76
02:00:47,2,Left Knee,43,128,224,163,50.92,42.12,13.18
02:00:47,3,Right Knee,89,98,186,188,102.75,46.75,15.58
02:00:47,4,Head,161,192,224,192,68.99,35.50,138.93
02:00:47,5,Belly Button,110,153,174,176,77.49,49.86,66.73
02:00:48,0,Left Wrist,101,200,206,167,33.62,43.26,88.01
02:00:48,1,Right Wrist,154,139,129,189,131.88,84.09,79.63
02:00:48,2,Left Knee,45,127,224,163,50.98,42.10,13.17
02:00:48,3,Right Knee,91,99,186,0,107.26,42.00,14.70
02:00:48,4,Head,162,193,223,193,69.70,35.84,140.13
02:00:48,5,Belly Button,111,153,173,175,78.14,51.30,66.73
02:00:48,0,Left Wrist,104,204,214,167,31.24,43.34,92.33
02:00:48,1,Right Wrist,161,136,130,194,135.59,81.32,81.19
02:00:48,2,Left Knee,45,127,224,163,50.98,42.10,13.17
02:00:48,3,Right Knee,93,99,186,188,102.68,46.79,15.61
02:00:48,4,Head,163,194,221,193,70.49,37.34,141.05
02:00:48,5,Belly Button,111,153,172,175,78.17,51.38,66.67
02:00:49,0,Left Wrist,105,210,218,168,26.05,41.96,95.65
02:00:49,1,Right Wrist,167,134,130,199,140.39,79.56,83.81
02:00:49,2,Left Knee,45,126,224,163,51.00,42.09,13.16
02:00:49,3,Right Knee,94,99,186,189,103.41,46.29,15.48
02:00:49,4,Head,165,196,218,193,71.68,39.89,142.96
02:00:49,5,Belly Button,111,153,172,176,78.16,50.39,67.41
02:00:49,0,Left Wrist,106,219,220,169,17.95,40.52,99.17
02:00:49,1,Right Wrist,173,131,131,201,143.88,77.36,84.34
02:00:49,2,Left Knee,46,126,225,164,50.54,41.27,12.90
02:00:49,3,Right Knee,93,98,185,189,104.29,46.79,15.65
02:00:49,4,Head,167,196,218,194,73.01,39.80,144.43
02:00:50,5,Belly Button,111,154,172,176,77.46,50.05,68.44
02:00:50,0,Left Wrist,106,224,224,169,12.82,40.12,100.07
02:00:50,1,Right Wrist,179,129,131,204,148.64,76.06,86.07
02:00:50,2,Left Knee,46,126,226,164,49.70,40.79,12.73
02:00:50,3,Right Knee,94,99,185,189,104.13,46.81,15.68
02:00:50,4,Head,170,196,216,194,75.34,41.62,146.08
02:00:50,5,Belly Button,112,154,172,176,78.08,50.45,69.22
02:00:51,0,Left Wrist,106,224,225,170,12.72,39.19,100.44
02:00:51,1,Right Wrist,181,127,132,208,151.58,73.95,86.89
02:00:51,2,Left Knee,47,126,226,165,50.09,40.46,12.62
02:00:51,3,Right Knee,94,98,185,189,104.31,46.80,15.65
02:00:51,4,Head,170,195,216,194,75.89,41.33,145.62
02:00:51,5,Belly Button,110,155,173,176,76.10,49.25,68.72
02:00:51,0,Left Wrist,107,224,228,171,13.09,38.50,101.74
02:00:51,1,Right Wrist,184,125,131,211,155.45,73.73,86.51
02:00:51,2,Left Knee,47,127,227,163,48.56,40.63,12.65
02:00:51,3,Right Knee,94,97,185,189,104.47,46.79,15.63
02:00:51,4,Head,171,195,217,193,75.45,41.72,146.13
02:00:51,5,Belly Button,111,155,174,176,76.69,49.58,69.56
02:00:52,0,Left Wrist,106,229,230,170,7.42,38.88,101.03
02:00:52,1,Right Wrist,186,125,131,215,158.23,72.99,88.45
02:00:52,2,Left Knee,47,127,226,163,49.37,41.13,12.82
02:00:52,3,Right Knee,94,97,187,189,102.96,45.76,15.23
02:00:52,4,Head,171,197,220,192,72.48,41.42,147.15
02:00:52,5,Belly Button,112,153,173,175,78.76,51.69,67.53
02:00:53,0,Left Wrist,106,230,232,171,6.25,37.90,101.46
02:00:53,1,Right Wrist,185,129,133,211,153.99,72.87,91.86
02:00:53,2,Left Knee,47,130,228,163,47.69,40.18,12.49
02:00:53,3,Right Knee,95,100,188,189,101.80,45.29,15.11
02:00:53,4,Head,171,199,219,192,71.81,42.48,147.94
02:00:53,5,Belly Button,111,156,177,174,75.88,50.95,69.36
02:00:53,0,Left Wrist,108,230,232,171,7.41,38.44,103.38
02:00:53,1,Right Wrist,182,129,135,211,151.57,71.29,91.71
02:00:53,2,Left Knee,47,129,229,163,46.93,39.66,12.31
02:00:53,3,Right Knee,94,102,187,189,102.01,45.80,15.39
02:00:53,4,Head,174,199,217,190,73.28,45.58,149.12
02:00:53,5,Belly Button,111,157,179,173,75.06,51.38,69.82
02:00:54,0,Left Wrist,108,230,231,172,7.44,37.55,103.71
02:00:54,1,Right Wrist,185,131,134,215,154.68,71.88,95.37
02:00:54,2,Left Knee,47,129,229,162,46.66,39.92,12.38
02:00:54,3,Right Knee,92,102,188,188,100.64,45.79,15.30
02:00:54,4,Head,175,199,215,190,74.70,46.86,149.49
02:00:54,5,Belly Button,113,158,179,173,75.56,51.80,72.38
02:00:55,0,Left Wrist,110,228,229,172,10.78,38.24,105.39
02:00:55,1,Right Wrist,188,135,132,216,156.62,74.37,99.48
02:00:55,2,Left Knee,49,133,226,161,48.65,41.82,13.02
02:00:55,3,Right Knee,94,103,188,188,100.47,45.82,15.34
02:00:55,4,Head,178,198,210,189,78.61,50.57,149.93
02:00:55,5,Belly Button,114,158,175,173,76.42,52.65,72.79
02:00:55,0,Left Wrist,115,228,229,170,13.86,41.62,109.32
02:00:55,1,Right Wrist,187,138,130,213,155.06,77.31,100.31
02:00:55,2,Left Knee,51,135,219,158,53.11,46.41,14.56
02:00:55,3,Right Knee,95,104,187,185,99.12,47.92,15.94
02:00:55,4,Head,180,200,206,187,79.52,55.01,150.93
02:00:55,5,Belly Button,116,159,176,171,76.87,54.88,74.00
02:00:56,0,Left Wrist,115,231,227,165,11.25,46.04,107.87
02:00:56,1,Right Wrist,185,140,127,208,152.85,81.12,98.76
02:00:56,2,Left Knee,54,137,214,155,55.85,50.10,15.80
02:00:56,3,Right Knee,98,105,186,183,98.54,49.54,16.43
02:00:56,4,Head,183,200,204,184,80.49,58.75,151.55
02:00:56,5,Belly Button,117,160,177,167,76.48,58.35,73.19
02:00:56,0,Left Wrist,117,232,226,157,11.60,53.72,106.55
02:00:56,1,Right Wrist,185,140,125,198,148.01,84.63,93.58
02:00:56,2,Left Knee,56,138,210,151,57.59,53.48,16.91
02:00:57,3,Right Knee,103,106,179,176,99.05,56.82,18.76
02:00:57,4,Head,182,200,198,181,81.68,63.26,149.14
02:00:57,5,Belly Button,121,164,176,162,75.80,63.26,76.47
02:00:57,0,Left Wrist,121,230,220,153,16.82,58.86,107.96
02:00:57,1,Right Wrist,190,143,120,195,149.73,90.05,94.07
02:00:57,2,Left Knee,59,140,200,147,62.91,60.84,19.41
02:00:57,3,Right Knee,108,107,176,172,98.90,60.60,19.91
02:00:57,4,Head,196,199,195,179,88.68,70.18,154.96
02:00:57,5,Belly Button,127,164,171,159,79.60,68.73,78.17
02:00:58,0,Left Wrist,125,229,216,150,20.76,63.13,109.74
02:00:58,1,Right Wrist,197,146,113,189,151.03,97.95,92.36
02:00:58,2,Left Knee,68,148,192,141,63.71,69.63,22.37
02:00:58,3,Right Knee,112,108,173,168,98.81,64.37,21.07
02:00:58,4,Head,214,200,192,176,93.52,80.05,162.35
02:00:58,5,Belly Button,131,164,164,154,82.58,76.07,75.66
02:00:58,0,Left Wrist,130,230,210,140,23.43,73.65,108.85
02:00:58,1,Right Wrist,200,151,110,181,147.51,104.24,92.77
02:00:58,2,Left Knee,78,149,186,135,65.88,75.22,24.21
02:00:58,3,Right Knee,116,112,168,162,98.44,70.27,22.97
02:00:58,4,Head,214,203,188,169,89.94,87.71,160.75
02:00:58,5,Belly Button,135,168,159,147,82.44,83.96,75.14
02:00:59,0,Left Wrist,140,230,204,127,26.78,88.10,109.75
02:00:59,1,Right Wrist,204,157,107,176,145.63,110.16,95.49
02:00:59,2,Left Knee,83,149,180,129,68.67,80.14,25.84
02:00:59,3,Right Knee,124,115,161,157,100.83,77.00,25.13
02:00:59,4,Head,212,206,182,164,89.30,93.84,157.74
02:00:59,5,Belly Button,140,170,156,142,83.22,89.83,75.78
02:01:00,0,Left Wrist,143,234,196,119,28.83,96.52,107.02
02:01:00,1,Right Wrist,208,165,102,171,143.81,118.18,97.85
02:01:00,2,Left Knee,87,150,175,123,70.57,84.55,27.31
02:01:00,3,Right Knee,129,119,156,153,101.88,82.19,26.82
02:01:00,4,Head,210,208,178,161,88.95,97.43,155.41
02:01:00,5,Belly Button,144,173,150,139,85.18,95.66,76.13
02:01:00,0,Left Wrist,146,235,191,112,30.54,103.57,104.34
02:01:00,1,Right Wrist,212,169,99,164,141.31,124.93,97.24
02:01:00,2,Left Knee,97,155,172,118,69.49,89.56,28.94
02:01:00,3,Right Knee,132,121,153,148,101.37,86.40,28.12
02:01:00,4,Head,213,212,173,158,89.70,104.24,155.70
02:01:00,5,Belly Button,149,177,145,134,86.05,102.77,76.54
02:01:01,0,Left Wrist,152,238,187,102,30.53,113.78,102.48
02:01:01,1,Right Wrist,212,173,95,160,139.43,130.40,94.69
02:01:01,2,Left Knee,105,158,169,111,69.42,93.78,30.29
02:01:01,3,Right Knee,139,126,149,142,102.14,92.61,29.73
02:01:01,4,Head,216,215,173,155,87.63,108.43,156.98
02:01:01,5,Belly Button,154,182,142,126,84.39,111.06,75.51
02:01:02,0,Left Wrist,158,242,182,92,31.20,124.18,99.80
02:01:02,1,Right Wrist,213,176,92,154,136.79,136.25,91.05
02:01:02,2,Left Knee,112,161,166,106,69.49,98.00,31.65
02:01:02,3,Right Knee,148,134,143,136,103.09,101.53,31.78
02:01:02,4,Head,219,218,171,152,86.83,113.61,157.47
02:01:02,5,Belly Button,164,187,143,120,82.63,116.98,83.06
02:01:02,0,Left Wrist,164,246,176,83,33.28,134.22,96.69
02:01:02,1,Right Wrist,218,182,88,151,136.43,143.20,92.24
02:01:02,2,Left Knee,120,165,163,99,69.15,103.27,33.30
02:01:02,3,Right Knee,156,142,138,130,102.30,110.95,33.35
02:01:02,4,Head,223,223,167,149,87.09,121.03,158.19
02:01:02,5,Belly Button,171,190,142,114,81.85,123.40,84.43
02:01:03,0,Left Wrist,170,251,175,75,31.59,142.63,95.80
02:01:03,1,Right Wrist,218,186,85,148,134.88,148.06,89.58
02:01:03,2,Left Knee,133,171,160,92,68.18,112.47,35.78
02:01:03,3,Right Knee,159,148,136,125,99.76,116.53,34.89
02:01:03,4,Head,224,229,165,144,84.09,127.84,157.56
02:01:03,5,Belly Button,178,197,134,106,82.50,136.10,80.09
02:01:04,0,Left Wrist,179,255,172,68,32.44,152.70,96.47
02:01:04,1,Right Wrist,219,190,83,144,132.79,153.22,87.17
02:01:04,2,Left Knee,140,177,157,84,66.88,119.94,38.01
02:01:04,3,Right Knee,162,155,143,121,93.22,124.00,23.20
02:01:04,4,Head,226,233,161,144,85.86,132.42,158.10
02:01:04,5,Belly Button,192,202,137,100,80.05,143.49,89.59
02:01:04,0,Left Wrist,183,258,170,62,32.54,159.22,93.70
02:01:04,1,Right Wrist,221,194,80,142,132.40,158.35,85.31
02:01:04,2,Left Knee,146,182,154,78,66.32,126.26,39.99
02:01:04,3,Right Knee,167,161,138,117,93.17,129.85,27.23
02:01:04,4,Head,228,236,156,144,88.32,137.21,157.77
02:01:04,5,Belly Button,193,208,135,95,78.19,149.61,86.69
02:01:05,0,Left Wrist,186,262,167,56,33.43,165.65,89.25
02:01:05,1,Right Wrist,222,197,76,138,131.44,165.54,76.54
02:01:05,2,Left Knee,150,186,152,74,65.76,130.67,41.44
02:01:05,3,Right Knee,171,165,134,114,93.42,134.07,31.11
02:01:05,4,Head,236,240,152,149,94.27,142.36,162.33
02:01:05,5,Belly Button,195,211,132,90,77.80,156.40,80.08
02:01:05,0,Left Wrist,187,264,165,51,33.97,169.95,83.61
02:01:05,1,Right Wrist,223,200,74,137,131.35,169.39,74.04
02:01:05,2,Left Knee,156,190,149,70,65.98,136.45,43.23
02:01:05,3,Right Knee,173,169,126,112,95.98,135.63,41.45
02:01:06,4,Head,235,241,149,149,95.27,143.91,160.99
02:01:06,5,Belly Button,210,216,130,87,78.51,166.87,86.01
02:01:06,0,Left Wrist,200,264,163,48,36.13,180.88,86.13
02:01:06,1,Right Wrist,224,202,72,135,131.07,174.34,67.14
02:01:06,2,Left Knee,160,191,147,67,66.79,139.76,44.17
02:01:06,3,Right Knee,176,172,122,109,96.75,139.19,43.87
02:01:06,4,Head,235,242,147,148,95.54,145.98,159.87
02:01:06,5,Belly Button,221,219,128,83,78.27,177.68,84.72
02:01:07,0,Left Wrist,207,265,161,45,38.03,188.62,82.49
02:01:07,1,Right Wrist,226,204,71,135,131.41,176.37,68.00
02:01:07,2,Left Knee,164,193,147,65,65.32,143.94,45.22
02:01:07,3,Right Knee,177,175,126,107,93.03,141.47,42.12
02:01:07,4,Head,241,243,146,150,98.69,148.99,162.38
02:01:07,5,Belly Button,230,221,122,80,81.62,198.57,50.45
02:01:07,0,Left Wrist,213,267,160,42,39.03,196.39,76.67
02:01:07,1,Right Wrist,226,205,69,133,131.14,179.49,63.23
02:01:07,2,Left Knee,167,195,146,63,65.05,146.95,46.14
02:01:07,3,Right Knee,178,178,125,106,92.66,143.11,43.25
02:01:07,4,Head,240,244,146,152,99.12,147.92,163.37
02:01:07,5,Belly Button,232,222,116,78,84.37,197.48,61.20
02:01:08,0,Left Wrist,212,267,158,39,39.46,199.73,65.70
02:01:08,1,Right Wrist,227,207,69,131,129.89,181.46,63.24
02:01:08,2,Left Knee,170,197,146,61,63.76,150.28,47.10
02:01:08,3,Right Knee,179,181,124,105,92.24,144.81,44.42
02:01:08,4,Head,239,246,143,154,101.21,149.01,163.21
02:01:08,5,Belly Button,239,224,111,77,88.60,200.53,62.95
02:01:09,0,Left Wrist,211,267,157,36,38.07,199.33,64.17
02:01:09,1,Right Wrist,228,207,67,130,129.96,182.30,62.75
02:01:09,2,Left Knee,171,198,146,59,63.27,151.45,47.46
02:01:09,3,Right Knee,180,181,123,104,92.54,145.72,45.09
02:01:09,4,Head,238,246,142,154,101.62,149.06,162.46
02:01:09,5,Belly Button,245,225,110,75,89.49,202.65,63.70
02:01:09,0,Left Wrist,210,269,157,34,36.16,199.26,64.21
02:01:09,1,Right Wrist,227,209,65,127,127.70,183.47,62.90
02:01:09,2,Left Knee,173,199,146,58,62.49,153.62,48.10
02:01:09,3,Right Knee,182,183,120,103,93.60,147.82,46.76
02:01:09,4,Head,245,247,139,154,104.78,154.79,163.00
02:01:09,5,Belly Button,248,225,107,75,92.41,203.05,63.95
02:01:10,0,Left Wrist,209,270,155,32,34.57,198.87,63.94
02:01:10,1,Right Wrist,228,208,64,125,126.86,183.29,62.34
02:01:10,2,Left Knee,174,200,146,57,62.05,154.75,48.45
02:01:10,3,Right Knee,185,184,120,102,93.36,150.43,46.51
02:01:10,4,Head,252,249,138,154,106.74,160.13,164.56
02:01:10,5,Belly Button,252,227,104,74,95.32,204.35,64.52
02:01:11,0,Left Wrist,208,273,155,32,33.75,199.02,64.48
02:01:11,1,Right Wrist,228,208,63,124,126.29,183.33,62.23
02:01:11,2,Left Knee,175,200,145,57,62.82,155.42,48.68
02:01:11,3,Right Knee,185,184,124,102,91.27,150.99,42.11
02:01:11,4,Head,249,249,138,154,105.88,158.54,163.90
02:01:11,5,Belly Button,256,228,102,73,97.30,205.35,64.93
02:01:11,0,Left Wrist,206,276,155,31,32.34,198.25,64.53
02:01:11,1,Right Wrist,229,209,61,123,125.90,184.38,62.48
02:01:11,2,Left Knee,173,200,145,56,63.43,153.39,48.13
02:01:11,3,Right Knee,187,185,121,101,92.40,152.50,45.47
02:01:11,4,Head,245,250,137,152,104.10,158.58,161.69
02:01:11,5,Belly Button,261,228,100,73,99.31,205.91,65.17
02:01:12,0,Left Wrist,204,277,154,30,31.22,197.03,64.15
02:01:12,1,Right Wrist,231,210,60,121,125.58,185.90,62.72
02:01:12,2,Left Knee,172,200,145,55,63.70,152.40,47.88
02:01:12,3,Right Knee,188,186,120,100,92.45,153.64,46.58
02:01:12,4,Head,259,251,135,152,108.75,167.81,163.69
02:01:12,5,Belly Button,263,229,98,72,101.29,206.79,65.56
02:01:12,0,Left Wrist,204,281,153,29,30.16,197.54,64.37
02:01:13,1,Right Wrist,232,212,60,121,125.22,187.44,63.31
02:01:13,2,Left Knee,172,200,145,54,63.69,152.41,47.89
02:01:13,3,Right Knee,188,187,124,100,90.31,154.79,40.81
02:01:13,4,Head,256,251,134,150,107.25,167.77,161.48
02:01:13,5,Belly Button,265,230,96,71,103.28,207.79,65.99
02:01:13,0,Left Wrist,203,280,153,29,30.11,196.73,64.10
02:01:13,1,Right Wrist,232,213,61,121,124.75,187.99,63.57
02:01:13,2,Left Knee,173,201,144,54,64.29,153.22,48.21
02:01:13,3,Right Knee,187,188,131,99,86.28,157.22,28.81
02:01:13,4,Head,252,253,134,148,104.44,167.79,160.01
02:01:13,5,Belly Button,255,230,93,71,106.03,207.28,66.13
02:01:14,0,Left Wrist,201,283,153,29,29.84,195.53,63.87
02:01:14,1,Right Wrist,231,212,61,120,124.12,187.04,63.15
02:01:14,2,Left Knee,178,201,144,53,62.80,158.29,49.59
02:01:14,3,Right Knee,187,188,132,99,85.78,157.60,27.04
02:01:14,4,Head,250,250,139,145,100.38,163.92,160.10
02:01:14,5,Belly Button,248,229,93,70,105.63,204.95,65.63
02:01:14,0,Left Wrist,200,291,154,28,28.69,195.18,63.81
02:01:14,1,Right Wrist,227,210,62,119,122.25,184.21,62.23
02:01:14,2,Left Knee,179,201,145,52,61.34,159.73,49.98
02:01:14,3,Right Knee,183,187,136,98,82.82,154.89,26.14
02:01:14,4,Head,246,250,143,143,95.94,160.70,160.20
02:01:14,5,Belly Button,242,230,98,69,100.35,203.11,65.07
02:01:15,0,Left Wrist,199,286,155,29,29.50,194.20,63.60
02:01:15,1,Right Wrist,226,210,63,117,120.63,183.83,61.97
02:01:15,2,Left Knee,178,201,147,53,59.47,159.42,49.82
02:01:15,3,Right Knee,179,185,133,95,82.34,149.09,42.01
02:01:15,4,Head,245,249,146,142,93.77,158.60,160.69
02:01:15,5,Belly Button,240,230,99,69,99.20,202.23,64.85
02:01:16,0,Left Wrist,197,282,154,31,31.14,192.46,63.24
02:01:16,1,Right Wrist,230,208,62,118,124.90,184.47,61.96
02:01:16,2,Left Knee,175,203,157,55,49.76,159.51,49.42
02:01:16,3,Right Knee,178,184,131,96,83.96,147.54,43.98
02:01:16,4,Head,243,247,146,143,94.33,155.91,160.28
02:01:16,5,Belly Button,232,228,105,71,93.27,197.60,63.21
02:01:16,0,Left Wrist,193,279,154,35,34.10,189.01,62.74
02:01:16,1,Right Wrist,231,206,63,119,127.25,183.74,61.68
02:01:16,2,Left Knee,171,200,155,56,53.15,154.82,48.11
02:01:16,3,Right Knee,180,182,132,96,83.71,149.15,41.56
02:01:16,4,Head,241,245,143,144,96.54,154.82,158.34
02:01:16,5,Belly Button,225,226,112,72,86.87,193.42,61.52
02:01:17,0,Left Wrist,191,279,157,38,35.68,186.01,63.17
02:01:17,1,Right Wrist,226,204,65,118,124.22,180.49,60.58
02:01:17,2,Left Knee,170,197,155,58,53.67,153.64,47.69
02:01:17,3,Right Knee,188,179,136,97,82.89,158.63,23.80
02:01:17,4,Head,238,243,146,142,93.60,151.76,157.40
02:01:17,5,Belly Button,216,224,115,74,83.89,187.27,59.89
02:01:18,0,Left Wrist,189,276,159,40,35.81,182.46,64.32
02:01:18,1,Right Wrist,221,202,67,118,121.71,177.14,59.54
02:01:18,2,Left Knee,168,192,153,60,56.87,150.62,46.80
02:01:18,3,Right Knee,182,176,136,97,82.59,151.90,31.02
02:01:18,4,Head,236,241,149,141,91.48,148.74,157.16
02:01:18,5,Belly Button,206,223,120,76,79.17,180.71,58.26
02:01:18,0,Left Wrist,186,275,160,43,36.06,177.73,66.61
02:01:18,1,Right Wrist,218,198,67,119,122.16,173.55,58.32
02:01:18,2,Left Knee,165,193,153,63,58.20,147.28,45.79
02:01:18,3,Right Knee,177,174,139,100,82.44,147.07,28.27
02:01:18,4,Head,233,239,151,143,91.14,144.15,157.65
